id.horEstacao,id.horDataHora,horQChuva,horChuva,horQNivelAdotado,horNivelAdotado,horQVazao,horVazao
253549130,2020-05-19T00:15:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T00:30:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T00:45:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T01:00:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T01:15:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T01:30:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T01:45:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T02:00:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T02:15:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T02:30:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T02:45:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T03:00:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-19T03:15:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-19T03:30:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-19T03:45:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-19T04:00:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-19T04:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T04:30:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T04:45:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T05:00:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T05:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T05:30:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T05:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T06:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T06:15:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T06:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T06:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T07:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T07:15:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T07:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T07:45:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T08:00:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T08:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T08:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T08:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-19T09:00:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T09:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-19T09:30:00.000+0000,0.0,0.0,0.0,94.0,,
